Fecha,Hora,Origen,Destino,Clase,Precio,VueloID,Gate
2026-04-16,09:52,DFW,AMS,Turista,800,103,G9
2026-05-07,15:10,LON,MAD,Primera Clase,270,322,G4
2026-04-15,16:18,PAR,FRA,Turista,7000,846,G12
2026-05-01,07:50,ATL,SAO,Primera Clase,1215,467,G17
2026-05-14,02:56,DXB,TYO,Turista,750,908,G8
2026-04-24,09:30,AMS,PEK,Primera Clase,1215,267,G15
2026-04-20,12:19,IST,LON,Turista,900,664,G3
2026-04-27,07:30,DFW,ATL,Primera Clase,270,854,G14
2026-04-23,06:04,MAD,PAR,Turista,200,998,G15
2026-04-29,07:30,PEK,LON,Primera Clase,1215,696,G16
2026-04-25,05:42,DFW,PAR,Turista,800,647,G3
2026-05-06,08:57,LON,IST,Primera Clase,540,352,G11
2026-04-26,15:01,DXB,FRA,Turista,600,204,G1
2026-05-05,23:26,DFW,LAX,Primera Clase,405,895,G2
2026-05-06,13:06,LAX,IST,Turista,1100,425,G16
2026-05-01,19:09,LON,LAX,Primera Clase,1080,421,G10
2026-04-30,11:25,TYO,SIN,Turista,700,354,G4
2026-04-26,18:44,LON,TYO,Primera Clase,1350,971,G15
2026-05-11,18:15,CAN,LAX,Turista,1150,306,G5
2026-04-23,08:58,MAD,DFW,Primera Clase,1148,691,G17
2026-05-06,10:42,LAX,ATL,Turista,400,732,G10
2026-04-17,05:12,LAX,DXB,Primera Clase,1755,733,G20
2026-04-16,08:14,TYO,DXB,Turista,750,725,G16
2026-05-07,03:20,DXB,LON,Primera Clase,878,995,G20
2026-05-11,14:49,AMS,MAD,Turista,200,402,G4
2026-04-18,11:26,AMS,SAO,Primera Clase,1418,292,G10
2026-04-27,08:09,AMS,LON,Turista,150,939,G8
2026-05-03,09:06,CAN,DFW,Primera Clase,1620,489,G11
2026-04-17,17:52,DXB,FRA,Turista,600,289,G4
2026-05-07,02:14,CAN,IST,Primera Clase,1080,103,G17
2026-04-30,08:10,PEK,LON,Turista,900,890,G9
2026-05-10,02:38,PEK,TYO,Primera Clase,675,675,G14
2026-04-29,23:32,ATL,DFW,Turista,200,870,G13
2026-04-28,00:18,LAX,IST,Primera Clase,1485,675,G1
2026-04-29,14:50,PEK,MAD,Turista,950,195,G20
2026-04-20,01:47,SIN,PAR,Primera Clase,1283,921,G3
2026-04-26,15:58,FRA,SIN,Turista,900,129,G6
2026-04-21,17:17,LAX,DFW,Primera Clase,405,883,G16
2026-04-26,04:00,DXB,SIN,Turista,600,186,G15
2026-04-23,06:32,MAD,AMS,Primera Clase,270,861,G6
2026-05-07,16:56,AMS,PEK,Turista,900,627,G12
2026-05-14,20:33,CAN,LAX,Primera Clase,1553,399,G7
2026-05-02,13:27,IST,TYO,Turista,900,990,G17
2026-04-21,12:40,ATL,TYO,Primera Clase,1890,353,G12
2026-04-15,16:47,LAX,DXB,Turista,1300,201,G7
2026-05-03,21:51,IST,SIN,Primera Clase,1080,627,G17
2026-05-06,22:14,MAD,FRA,Turista,250,783,G14
2026-05-03,07:41,FRA,PEK,Primera Clase,1148,140,G10
2026-05-05,08:49,CAN,AMS,Turista,900,431,G3
2026-05-11,05:26,PEK,MAD,Primera Clase,1283,795,G9
2026-04-30,06:05,FRA,DFW,Turista,850,249,G14
2026-04-20,04:36,MAD,DXB,Primera Clase,1013,892,G5
2026-04-17,04:30,ATL,DFW,Turista,200,239,G9
2026-04-16,12:51,IST,MAD,Primera Clase,675,663,G12
2026-04-25,21:27,CAN,PEK,Turista,200,103,G20
2026-05-12,16:14,PAR,SAO,Primera Clase,1418,335,G13
2026-05-08,06:17,PAR,AMS,Turista,180,791,G4
2026-05-09,03:32,SAO,DFW,Primera Clase,1283,922,G6
2026-04-15,08:10,DXB,FRA,Turista,600,363,G10
2026-04-15,08:30,MAD,AMS,Primera Clase,270,940,G18
2026-04-18,21:27,CAN,LON,Turista,950,714,G1
2026-05-05,18:29,DFW,IST,Primera Clase,1350,730,G10
2026-04-17,22:44,MAD,FRA,Turista,250,649,G7
2026-04-17,07:59,LON,MAD,Primera Clase,270,760,G2
2026-05-12,16:19,PEK,MAD,Turista,950,624,G10
2026-05-08,01:59,LAX,AMS,Primera Clase,1148,651,G5
2026-04-18,07:19,LAX,IST,Turista,1100,945,G19
2026-05-13,12:06,DXB,LON,Primera Clase,878,137,G8
2026-04-18,02:22,LON,CAN,Turista,950,910,G2
2026-04-24,03:47,MAD,AMS,Primera Clase,270,748,G19
2026-05-09,18:12,LAX,DFW,Turista,300,838,G18
2026-05-07,00:30,MAD,AMS,Primera Clase,270,474,G13
2026-04-15,08:55,LON,DXB,Turista,650,692,G13
2026-04-24,08:13,DFW,SAO,Primera Clase,1283,289,G9
2026-04-22,18:08,DXB,LON,Turista,650,964,G13
2026-04-29,20:35,CAN,PAR,Primera Clase,1283,949,G20
2026-05-14,17:21,SIN,TYO,Turista,700,146,G12
2026-05-03,01:54,DXB,AMS,Primera Clase,878,763,G4
2026-04-24,04:15,MAD,FRA,Turista,250,370,G16
2026-05-08,04:38,PAR,LAX,Primera Clase,1148,999,G1
2026-05-14,15:50,TYO,MAD,Turista,1100,991,G5
2026-04-22,01:06,ATL,SAO,Primera Clase,1215,774,G20
2026-04-17,06:21,IST,TYO,Turista,900,800,G8
2026-05-06,16:24,IST,TYO,Primera Clase,1215,340,G5
2026-05-08,11:28,AMS,MAD,Turista,200,199,G1
2026-04-21,01:48,AMS,SAO,Primera Clase,1418,244,G12
2026-04-25,12:03,SIN,MAD,Turista,1000,856,G1
2026-04-28,20:09,LAX,DFW,Primera Clase,405,545,G7
2026-05-03,17:56,ATL,LAX,Turista,400,628,G1
2026-04-17,20:32,ATL,MAD,Primera Clase,1080,427,G8
2026-05-07,23:41,PEK,PAR,Turista,950,296,G2
2026-04-18,02:27,PEK,AMS,Primera Clase,1215,704,G9
2026-05-05,17:50,ATL,SIN,Turista,1500,710,G9
2026-05-11,04:57,TYO,DFW,Primera Clase,1823,943,G17
2026-04-25,08:00,FRA,PAR,Turista,150,277,G4
2026-04-27,13:27,PEK,TYO,Primera Clase,675,326,G15
2026-04-18,04:34,LAX,SIN,Turista,1400,116,G20
2026-04-26,17:25,DFW,SAO,Primera Clase,1283,637,G1
2026-04-26,20:13,DFW,LAX,Turista,300,511,G8
2026-04-22,12:29,MAD,SIN,Primera Clase,1350,441,G10
2026-05-11,04:40,TYO,IST,Turista,900,288,G18
2026-04-17,23:04,ATL,MAD,Primera Clase,1080,464,G3
2026-04-23,22:25,AMS,TYO,Turista,1000,744,G1
2026-04-26,03:25,DFW,MAD,Primera Clase,1148,247,G13
2026-04-19,18:19,PEK,PAR,Turista,950,824,G6
2026-05-12,15:29,CAN,PEK,Primera Clase,270,768,G15
2026-05-05,21:05,SAO,DFW,Turista,950,419,G7
2026-04-17,17:15,TYO,LAX,Primera Clase,1215,646,G20
2026-05-06,20:26,TYO,IST,Turista,900,149,G19
2026-05-12,21:15,SAO,ATL,Primera Clase,1215,788,G6
2026-05-12,06:02,MAD,DXB,Turista,750,285,G2
2026-04-26,00:25,FRA,DFW,Primera Clase,1148,728,G2
2026-04-23,08:28,IST,AMS,Turista,450,631,G15
2026-05-11,21:16,LON,ATL,Primera Clase,945,656,G9
2026-04-30,04:32,PEK,DFW,Turista,1150,991,G1
2026-04-18,23:41,PEK,AMS,Primera Clase,1215,415,G7
2026-05-01,14:04,ATL,SIN,Turista,1500,862,G7
2026-04-16,04:54,CAN,AMS,Primera Clase,1215,582,G18
2026-04-21,20:22,SAO,ATL,Turista,900,238,G8
2026-05-09,17:13,DXB,DFW,Primera Clase,1620,948,G1
2026-04-21,22:20,MAD,SIN,Turista,1000,293,G20
2026-04-27,13:02,LAX,TYO,Primera Clase,1215,961,G5
2026-04-26,13:36,SIN,TYO,Turista,700,597,G12
2026-04-29,13:56,TYO,PAR,Primera Clase,142,811,G8
2026-04-15,13:28,IST,DXB,Turista,400,819,G13
2026-04-26,22:16,SAO,DFW,Primera Clase,1283,362,G10
2026-05-12,00:48,TYO,MAD,Turista,1100,975,G1
2026-04-30,20:20,PEK,AMS,Primera Clase,1215,233,G17
2026-04-27,01:39,DFW,SAO,Turista,950,592,G9
2026-05-05,11:57,LON,LAX,Primera Clase,1080,422,G19
2026-05-09,20:30,LON,MAD,Turista,200,677,G17
2026-05-06,07:23,TYO,LON,Primera Clase,1350,986,G13
2026-04-30,08:58,CAN,TYO,Turista,550,863,G16
2026-04-30,13:26,MAD,PAR,Primera Clase,270,105,G7
2026-04-25,06:27,MAD,SAO,Turista,1000,587,G4
2026-04-26,12:50,LAX,PAR,Primera Clase,1148,245,G18
2026-05-10,16:27,CAN,LON,Turista,950,786,G11
2026-05-10,14:49,PEK,DXB,Primera Clase,945,697,G2
2026-05-02,23:15,ATL,MAD,Turista,800,365,G19
2026-04-19,05:05,SIN,IST,Primera Clase,1080,830,G1
2026-05-06,13:59,LON,DXB,Turista,650,323,G14
2026-05-14,20:13,DFW,MAD,Primera Clase,1148,905,G5
2026-04-24,07:01,LAX,AMS,Turista,850,631,G2
2026-04-25,13:58,LAX,DXB,Primera Clase,1755,370,G5
2026-04-19,13:12,FRA,IST,Turista,350,151,G1
2026-04-24,11:35,LON,SAO,Primera Clase,1485,468,G4
2026-04-24,17:11,PAR,AMS,Turista,180,604,G7
2026-05-09,21:46,DXB,LON,Primera Clase,878,522,G16
2026-05-11,14:58,FRA,PAR,Turista,150,935,G16
2026-05-07,03:22,PEK,SIN,Primera Clase,810,623,G16
2026-04-26,08:40,TYO,PAR,Turista,105,957,G14
2026-05-01,09:24,DFW,MAD,Primera Clase,1148,197,G9
2026-05-04,11:01,AMS,DXB,Turista,650,277,G12
2026-04-18,06:13,SIN,DFW,Primera Clase,1890,382,G5
2026-05-14,10:36,LAX,AMS,Turista,850,433,G14
2026-05-02,00:25,AMS,MAD,Primera Clase,270,711,G16
2026-04-24,21:45,LON,FRA,Turista,200,749,G2
2026-04-19,00:16,AMS,PEK,Primera Clase,1215,157,G10
2026-05-04,06:18,IST,TYO,Turista,900,169,G3
2026-04-15,20:58,ATL,DFW,Primera Clase,270,971,G11
2026-04-18,23:47,AMS,DXB,Turista,650,937,G11
2026-04-19,18:45,MAD,LAX,Primera Clase,1215,695,G16
2026-05-05,20:43,LAX,TYO,Turista,900,846,G15
2026-05-09,10:13,MAD,SAO,Primera Clase,1350,930,G5
2026-04-28,20:39,DXB,DFW,Turista,1200,104,G11
2026-05-06,12:39,AMS,IST,Primera Clase,608,498,G9
2026-05-02,11:19,ATL,MAD,Turista,800,222,G5
2026-05-04,07:02,MAD,AMS,Primera Clase,270,916,G6
2026-04-24,10:51,IST,TYO,Turista,900,697,G15
2026-05-08,19:53,IST,FRA,Primera Clase,473,358,G12
2026-05-03,20:57,LAX,DXB,Turista,1300,790,G18
2026-04-27,18:25,SIN,IST,Primera Clase,1080,481,G8
2026-04-18,10:41,DFW,ATL,Turista,200,994,G9
2026-05-14,23:44,MAD,LAX,Primera Clase,1215,320,G20
2026-05-02,05:43,AMS,PEK,Turista,900,411,G15
2026-05-10,20:54,DXB,DFW,Primera Clase,1620,810,G20
2026-04-26,23:18,PEK,MAD,Turista,950,902,G20
2026-04-29,19:46,LON,PAR,Primera Clase,203,647,G5
2026-04-26,21:26,AMS,DXB,Turista,650,588,G7
2026-04-22,16:44,CAN,PEK,Primera Clase,270,724,G20
2026-04-28,06:54,TYO,PEK,Turista,500,733,G20
2026-04-18,13:39,LAX,DXB,Primera Clase,1755,188,G1
2026-04-23,10:50,PEK,SAO,Turista,1700,834,G20
2026-05-12,08:49,AMS,DFW,Primera Clase,1080,172,G15
2026-05-11,22:46,DFW,ATL,Turista,200,903,G2
2026-05-14,05:49,CAN,DXB,Primera Clase,878,418,G5
2026-04-22,09:55,CAN,IST,Turista,800,658,G4
2026-04-23,22:27,PAR,SAO,Primera Clase,1418,793,G8
2026-04-21,15:08,DXB,FRA,Turista,600,415,G9
2026-05-01,02:26,MAD,PAR,Primera Clase,270,303,G1
2026-04-17,05:43,SIN,DFW,Turista,1400,859,G14
2026-04-17,20:53,CAN,DXB,Primera Clase,878,335,G8
2026-04-17,21:41,FRA,SIN,Turista,900,784,G4
2026-04-21,11:05,DFW,SAO,Primera Clase,1283,522,G12
2026-05-11,18:23,DXB,CAN,Turista,650,275,G3
2026-04-27,01:16,SAO,DFW,Primera Clase,1283,347,G7
2026-05-12,05:18,CAN,SAO,Turista,1700,728,G3
2026-04-28,08:19,PEK,TYO,Primera Clase,675,616,G8
2026-05-02,03:28,IST,DFW,Turista,1000,203,G11
2026-05-06,04:17,DFW,DXB,Primera Clase,1620,553,G16
2026-05-10,18:48,DFW,SAO,Turista,950,721,G14
2026-05-02,09:43,AMS,TYO,Primera Clase,1350,429,G3
2026-05-13,16:58,SIN,TYO,Turista,700,261,G11
2026-05-02,03:34,CAN,PAR,Primera Clase,1283,851,G2
2026-05-02,02:37,LAX,ATL,Turista,400,384,G18
2026-04-30,06:54,LAX,AMS,Primera Clase,1148,512,G12
2026-05-06,00:33,ATL,DFW,Turista,200,210,G12
2026-05-13,00:49,PEK,SIN,Primera Clase,810,387,G10
2026-05-08,11:20,PEK,MAD,Turista,950,458,G11
2026-04-30,03:19,DXB,PEK,Primera Clase,945,402,G3
2026-05-01,14:40,IST,DFW,Turista,1000,403,G2
2026-04-15,06:13,MAD,SAO,Primera Clase,1350,628,G20
2026-04-28,01:53,FRA,PEK,Turista,850,503,G3
2026-05-09,12:52,PEK,MAD,Primera Clase,1283,156,G15
2026-05-09,16:51,IST,SAO,Turista,1200,651,G15
2026-05-04,23:17,FRA,PAR,Primera Clase,203,457,G9
2026-05-12,16:48,TYO,LAX,Turista,900,559,G3
2026-04-16,21:41,AMS,SIN,Primera Clase,1283,637,G18
2026-05-11,23:48,LAX,PEK,Turista,1100,935,G7
2026-04-23,15:42,DFW,ATL,Primera Clase,270,211,G11
2026-04-27,05:06,ATL,FRA,Turista,800,599,G15
2026-04-25,03:53,FRA,SIN,Primera Clase,1215,916,G5
2026-05-05,22:43,PAR,MAD,Turista,200,206,G4
2026-05-03,04:48,FRA,PAR,Primera Clase,203,469,G11
2026-05-11,08:53,DXB,TYO,Turista,750,692,G17
2026-05-14,07:54,AMS,SIN,Primera Clase,1283,858,G12
2026-04-26,17:53,SAO,ATL,Turista,900,540,G2
2026-04-30,15:57,TYO,PAR,Primera Clase,142,936,G14
2026-04-20,02:57,MAD,DXB,Turista,750,215,G19
2026-05-01,02:11,AMS,LAX,Primera Clase,1148,727,G3
2026-05-13,00:33,AMS,PEK,Turista,900,765,G10
2026-04-25,06:59,CAN,LAX,Primera Clase,1553,437,G4
2026-04-26,09:27,AMS,DXB,Turista,650,693,G18
2026-04-21,05:16,TYO,DXB,Primera Clase,1013,884,G13
2026-05-11,10:14,DFW,AMS,Turista,800,157,G19
2026-04-21,04:34,CAN,DFW,Primera Clase,1620,504,G10
2026-05-10,03:07,TYO,SIN,Turista,700,619,G16
2026-04-19,11:07,ATL,MAD,Primera Clase,1080,152,G6
2026-04-29,20:10,AMS,SIN,Turista,950,485,G7
2026-04-30,23:20,LAX,ATL,Primera Clase,540,597,G9
2026-05-14,08:40,ATL,FRA,Turista,800,340,G18
2026-05-09,15:47,MAD,DXB,Primera Clase,1013,235,G5
2026-05-14,17:05,DXB,AMS,Turista,650,686,G2
2026-04-19,22:04,AMS,TYO,Primera Clase,1350,984,G7
2026-05-01,09:35,PEK,TYO,Turista,500,244,G9
2026-05-11,13:32,IST,DXB,Primera Clase,540,387,G12
2026-04-23,01:37,FRA,TYO,Turista,950,142,G17
2026-04-27,09:53,DFW,ATL,Primera Clase,270,343,G6
2026-05-10,02:17,DFW,DXB,Turista,1200,900,G20
2026-04-24,02:17,LAX,FRA,Primera Clase,1215,745,G9
2026-04-15,00:00,LON,IST,Turista,400,616,G6
2026-04-23,14:31,CAN,AMS,Primera Clase,1215,964,G5
2026-05-14,10:10,AMS,ATL,Turista,780,858,G6
2026-05-13,03:23,LON,TYO,Primera Clase,1350,264,G7
2026-04-15,17:26,AMS,IST,Turista,450,926,G9
2026-04-28,12:56,DFW,LAX,Primera Clase,405,246,G14
2026-05-11,19:43,SIN,DFW,Turista,1400,599,G19
2026-04-21,15:12,MAD,IST,Primera Clase,675,872,G10
2026-04-20,01:43,PEK,PAR,Turista,950,479,G7
2026-05-14,04:42,LAX,ATL,Primera Clase,540,515,G11
2026-05-07,16:57,TYO,DFW,Turista,1350,421,G13
2026-04-30,07:34,TYO,PAR,Primera Clase,142,154,G20
2026-04-24,17:21,LAX,ATL,Turista,400,283,G16
2026-05-01,09:58,LON,MAD,Primera Clase,270,366,G2
2026-04-28,07:10,TYO,PAR,Turista,105,514,G11
2026-04-20,17:00,FRA,IST,Primera Clase,473,569,G12
2026-04-17,06:01,CAN,LON,Turista,950,642,G12
2026-04-24,21:46,TYO,PAR,Primera Clase,142,132,G7
2026-05-07,22:21,LAX,TYO,Turista,900,714,G15
2026-05-13,02:01,PAR,MAD,Primera Clase,270,567,G8
2026-05-06,17:19,SIN,IST,Turista,800,776,G2
2026-04-20,11:20,LAX,PEK,Primera Clase,1485,491,G9
2026-04-30,19:20,MAD,AMS,Turista,200,158,G15
2026-04-25,08:09,LON,ATL,Primera Clase,945,248,G13
2026-05-04,05:09,LON,PAR,Turista,150,341,G15
2026-05-06,07:57,MAD,DXB,Primera Clase,1013,348,G17
2026-05-01,19:26,AMS,LAX,Turista,850,885,G1
2026-04-25,07:10,LON,ATL,Primera Clase,945,911,G17
2026-05-07,00:30,TYO,CAN,Turista,550,623,G5
2026-05-04,20:39,IST,DXB,Primera Clase,540,374,G6
2026-04-16,03:20,TYO,MAD,Turista,1100,714,G20
2026-04-18,16:25,TYO,SIN,Primera Clase,945,490,G5
2026-05-06,08:35,PAR,MAD,Turista,200,622,G2
2026-04-16,23:38,DXB,FRA,Primera Clase,810,655,G2
2026-05-02,03:00,LAX,PEK,Turista,1100,689,G9
2026-05-12,20:33,SIN,PEK,Primera Clase,810,621,G20
2026-05-04,18:45,PEK,DXB,Turista,700,122,G3
2026-05-05,22:15,DFW,AMS,Primera Clase,1080,127,G6
2026-05-13,14:53,TYO,LAX,Turista,900,705,G2
2026-05-06,04:29,MAD,FRA,Primera Clase,338,703,G5
2026-04-18,05:53,TYO,CAN,Turista,550,293,G17
2026-04-29,15:04,LAX,DFW,Primera Clase,405,762,G10
2026-04-29,17:23,IST,SAO,Turista,1200,566,G16
2026-04-17,10:20,TYO,IST,Primera Clase,1215,987,G6
2026-04-25,20:16,PEK,DXB,Turista,700,907,G18
2026-04-16,21:36,TYO,ATL,Primera Clase,1890,787,G17
2026-04-21,20:14,IST,PEK,Turista,800,821,G17
2026-05-10,12:01,AMS,DXB,Primera Clase,878,985,G1
2026-04-28,05:42,FRA,DFW,Turista,850,955,G2
2026-05-09,08:19,PEK,MAD,Primera Clase,1283,818,G4
2026-05-10,13:40,LON,PAR,Turista,150,896,G17
2026-05-11,05:06,LON,ATL,Primera Clase,945,870,G16
2026-05-02,15:33,PEK,PAR,Turista,950,727,G13
2026-05-01,10:44,ATL,FRA,Primera Clase,1080,531,G7
2026-04-24,12:10,MAD,PAR,Turista,200,681,G16
2026-05-07,07:31,TYO,ATL,Primera Clase,1890,160,G18
2026-04-24,05:44,LAX,AMS,Turista,850,110,G16
2026-04-24,07:54,AMS,LON,Primera Clase,203,159,G16
2026-04-23,18:18,PEK,SIN,Turista,600,982,G2
2026-04-25,12:15,LON,TYO,Primera Clase,1350,584,G10
2026-04-24,22:06,IST,SAO,Turista,1200,874,G1
2026-05-09,23:14,ATL,SIN,Primera Clase,2025,825,G9
2026-04-24,20:32,AMS,SAO,Turista,1050,857,G1
2026-04-22,18:47,IST,FRA,Primera Clase,473,326,G19
2026-04-24,23:09,SIN,MAD,Turista,1000,149,G9
2026-04-26,10:26,SIN,LON,Primera Clase,1215,969,G19
2026-04-20,01:00,PEK,DFW,Turista,1150,478,G19
2026-05-14,23:10,IST,MAD,Primera Clase,675,509,G1
2026-04-29,20:01,DFW,PAR,Turista,800,196,G5
2026-05-07,13:44,CAN,SIN,Primera Clase,675,628,G15
2026-05-03,21:46,DFW,DXB,Turista,1200,702,G14
2026-04-19,22:34,LAX,DXB,Primera Clase,1755,988,G17
2026-05-10,23:19,MAD,DFW,Turista,850,316,G4
2026-04-20,11:07,PAR,AMS,Primera Clase,243,179,G1
2026-05-01,03:28,IST,SAO,Turista,1200,759,G16
2026-05-04,19:45,DXB,PAR,Primera Clase,945,373,G13
2026-04-23,05:17,TYO,MAD,Turista,1100,194,G8
2026-04-20,19:22,MAD,IST,Primera Clase,675,544,G3
2026-04-29,07:41,PEK,DFW,Turista,1150,205,G5
2026-05-13,02:06,LON,LAX,Primera Clase,1080,210,G14
2026-04-22,18:27,LON,IST,Turista,400,963,G20
2026-04-29,11:32,PEK,MAD,Primera Clase,1283,419,G15
2026-05-08,05:18,CAN,SAO,Turista,1700,813,G5
2026-04-29,17:43,FRA,PEK,Primera Clase,1148,141,G11
2026-04-29,06:00,SIN,IST,Turista,800,609,G14
2026-04-17,12:30,CAN,IST,Primera Clase,1080,812,G20
2026-04-25,05:13,PAR,DXB,Turista,700,661,G11
2026-05-02,17:50,SIN,MAD,Primera Clase,1350,284,G9
2026-05-10,21:41,DXB,CAN,Turista,650,363,G8
2026-05-04,04:25,PAR,SIN,Primera Clase,1283,595,G14
2026-04-29,02:33,DFW,SAO,Turista,950,925,G4
2026-05-01,08:40,IST,AMS,Primera Clase,608,402,G19
2026-05-09,22:53,AMS,LAX,Turista,850,357,G16
2026-05-11,01:46,AMS,TYO,Primera Clase,1350,970,G14
2026-05-02,15:17,IST,AMS,Turista,450,311,G3
2026-04-18,20:53,SIN,DFW,Primera Clase,1890,477,G18
2026-04-19,22:11,DFW,LAX,Turista,300,186,G15
2026-04-26,05:05,PEK,AMS,Primera Clase,1215,971,G8
2026-04-28,07:45,IST,SAO,Turista,1200,551,G2
2026-04-20,07:23,LAX,IST,Primera Clase,1485,355,G4
2026-05-03,08:14,SIN,PAR,Turista,950,142,G9
2026-04-16,11:49,IST,LAX,Primera Clase,4049,905,G12
2026-05-12,07:22,PAR,ATL,Turista,750,384,G4
2026-04-25,04:02,TYO,DFW,Primera Clase,1823,512,G4
2026-04-25,23:26,AMS,IST,Turista,450,277,G14
2026-04-24,09:23,MAD,DXB,Primera Clase,1013,285,G12
2026-05-12,13:44,DFW,MAD,Turista,850,861,G20
2026-04-17,08:20,FRA,TYO,Primera Clase,1283,583,G15
2026-04-29,14:03,FRA,SIN,Turista,900,940,G5
2026-04-22,07:46,LON,PAR,Primera Clase,203,234,G13
2026-05-03,02:53,TYO,MAD,Turista,1100,847,G14
2026-05-12,02:57,SIN,TYO,Primera Clase,945,240,G12
2026-05-04,13:37,IST,FRA,Turista,350,295,G4
2026-05-06,18:48,PAR,MAD,Primera Clase,270,148,G6
2026-05-05,03:28,CAN,LON,Turista,950,215,G7
2026-05-01,02:10,AMS,SIN,Primera Clase,1283,278,G1
2026-05-07,23:01,LON,CAN,Turista,950,254,G14
2026-05-09,15:02,ATL,SAO,Primera Clase,1215,535,G15
2026-05-06,20:58,TYO,CAN,Turista,550,350,G8
2026-04-19,12:08,DXB,FRA,Primera Clase,810,546,G5
2026-04-18,01:18,PAR,SAO,Turista,1050,283,G14
2026-05-10,10:11,CAN,PAR,Primera Clase,1283,277,G12
2026-04-29,09:07,DXB,SIN,Turista,600,405,G14
2026-05-03,17:32,ATL,DFW,Primera Clase,270,767,G3
2026-04-30,02:10,CAN,IST,Turista,800,370,G19
2026-05-03,16:00,LAX,FRA,Primera Clase,1215,718,G15
2026-05-08,12:13,FRA,IST,Turista,350,419,G11
2026-05-09,20:06,AMS,ATL,Primera Clase,1053,945,G14
2026-05-04,15:53,SIN,IST,Turista,800,863,G8
2026-04-26,00:12,CAN,PAR,Primera Clase,1283,187,G9
2026-05-13,14:10,DFW,PAR,Turista,800,132,G13
2026-05-01,05:34,DXB,AMS,Primera Clase,878,398,G17
2026-04-25,03:15,IST,SIN,Turista,800,749,G17
2026-04-27,19:57,MAD,AMS,Primera Clase,270,388,G8
2026-04-24,11:44,IST,LON,Turista,900,127,G13
2026-05-08,02:16,LAX,PEK,Primera Clase,1485,440,G10
2026-05-06,23:11,TYO,DFW,Turista,1350,325,G20
2026-05-04,16:18,PEK,TYO,Primera Clase,675,777,G4
2026-05-09,01:33,IST,DXB,Turista,400,261,G3
2026-05-06,06:18,IST,LAX,Primera Clase,4049,924,G20
2026-04-26,16:00,FRA,PAR,Turista,150,982,G12
2026-04-20,18:45,IST,PEK,Primera Clase,1080,327,G15
2026-04-29,04:54,CAN,TYO,Turista,550,628,G18
2026-04-21,10:11,FRA,PAR,Primera Clase,203,812,G14
2026-04-22,11:24,TYO,MAD,Turista,1100,863,G18
2026-04-30,05:09,DXB,DFW,Primera Clase,1620,764,G1
2026-05-02,13:02,DFW,AMS,Turista,800,715,G1
2026-05-05,01:26,IST,PEK,Primera Clase,1080,399,G3
2026-04-22,15:50,FRA,TYO,Turista,950,763,G5
2026-05-01,11:47,SIN,TYO,Primera Clase,945,779,G15
2026-05-13,20:36,LON,PAR,Turista,150,560,G2
2026-05-04,17:08,AMS,SAO,Primera Clase,1418,265,G11
2026-05-01,01:55,PAR,SIN,Turista,950,186,G18
2026-05-14,21:17,TYO,SIN,Primera Clase,945,813,G12
2026-04-27,14:32,IST,FRA,Turista,350,294,G12
2026-05-08,14:35,AMS,ATL,Primera Clase,1053,347,G17
2026-05-14,20:09,IST,DFW,Turista,1000,390,G15
2026-04-23,14:13,CAN,SIN,Primera Clase,675,275,G2
2026-05-08,12:56,MAD,FRA,Turista,250,647,G1
2026-05-06,12:11,IST,MAD,Primera Clase,675,550,G15
2026-05-03,07:01,TYO,LON,Turista,1000,340,G4
2026-05-06,16:00,IST,SIN,Primera Clase,1080,630,G13
2026-05-02,02:34,IST,PEK,Turista,800,639,G16
2026-04-17,16:39,CAN,PAR,Primera Clase,1283,726,G4
2026-05-13,18:28,DFW,IST,Turista,1000,898,G6
2026-04-25,22:52,TYO,IST,Primera Clase,1215,174,G2
2026-05-13,18:18,LAX,SIN,Turista,1400,314,G1
2026-04-24,05:07,ATL,DFW,Primera Clase,270,520,G2
2026-04-22,09:17,AMS,IST,Turista,450,152,G14
2026-04-29,11:43,PEK,DFW,Primera Clase,1553,568,G14
2026-05-10,05:13,AMS,PEK,Turista,900,367,G2
2026-04-21,05:01,IST,TYO,Primera Clase,1215,207,G1
2026-05-08,12:37,SIN,LON,Turista,900,253,G2
2026-04-25,23:58,AMS,LAX,Primera Clase,1148,677,G5
2026-04-20,12:21,PEK,TYO,Turista,500,381,G17
2026-05-13,19:15,AMS,DXB,Primera Clase,878,317,G2
2026-05-14,02:57,FRA,LON,Turista,200,193,G13
2026-04-16,11:34,ATL,TYO,Primera Clase,1890,449,G5
2026-05-06,23:42,SIN,DFW,Turista,1400,202,G12
2026-04-23,18:42,CAN,SIN,Primera Clase,675,771,G9
2026-04-17,10:17,LAX,IST,Turista,1100,477,G6
2026-05-02,17:29,PAR,SIN,Primera Clase,1283,408,G14
2026-05-04,12:34,LAX,DFW,Turista,300,596,G13
2026-05-07,07:03,CAN,LON,Primera Clase,1283,760,G10
2026-04-29,22:54,MAD,LAX,Turista,900,407,G15
2026-05-01,13:45,CAN,PAR,Primera Clase,1283,890,G17
2026-04-20,00:40,LON,LAX,Turista,800,963,G13
2026-05-08,13:33,LON,SAO,Primera Clase,1485,221,G1
2026-05-05,03:07,CAN,IST,Turista,800,294,G7
2026-05-09,09:40,TYO,DFW,Primera Clase,1823,147,G20
2026-04-20,05:43,MAD,PAR,Turista,200,348,G15
